address_id,full_address,house_number,street,ward,district,city,latitude,longitude,aliases,notes
ADDR074,"223 Phạm Văn Đồng, Cầu Giấy, Hà Nội",223,Phạm Văn Đồng,,Cầu Giấy,Hà Nội,21.027584,105.777482,"223 phạm văn đồng, cầu giấy, hà nội | 223 phạm văn đồng cầu giấy hà nội | phạm văn đồng cầu giấy","Có thể nhập HN, Ha Noi"
ADDR075,"157 Trần Hưng Đạo, Cầu Giấy, Hà Nội",157,Trần Hưng Đạo,,Cầu Giấy,Hà Nội,21.033764,105.777194,"157 trần hưng đạo, cầu giấy, hà nội | 157 trần hưng đạo cầu giấy hà nội | trần hưng đạo cầu giấy","Có thể nhập HN, Ha Noi"
ADDR076,"149 Bạch Đằng, Ngũ Hành Sơn, Đà Nẵng",149,Bạch Đằng,,Ngũ Hành Sơn,Đà Nẵng,16.011113,108.250047,"149 bạch đằng, ngũ hành sơn, đà nẵng | 149 bạch đằng ngũ hành sơn đà nẵng | bạch đằng ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR077,"203 Nguyễn Huệ, Ngũ Hành Sơn, Đà Nẵng",203,Nguyễn Huệ,,Ngũ Hành Sơn,Đà Nẵng,16.010497,108.249065,"203 nguyễn huệ, ngũ hành sơn, đà nẵng | 203 nguyễn huệ ngũ hành sơn đà nẵng | nguyễn huệ ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR078,"140 Trần Hưng Đạo, Cầu Giấy, Hà Nội",140,Trần Hưng Đạo,,Cầu Giấy,Hà Nội,21.036759,105.783781,"140 trần hưng đạo, cầu giấy, hà nội | 140 trần hưng đạo cầu giấy hà nội | trần hưng đạo cầu giấy","Có thể nhập HN, Ha Noi"
ADDR079,"112 Lê Lợi, Tân Bình, TP Hồ Chí Minh",112,Lê Lợi,,Tân Bình,TP Hồ Chí Minh,10.817029,106.664997,"112 lê lợi, tân bình, tp hồ chí minh | 112 lê lợi tân bình tp hồ chí minh | lê lợi tân bình","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR080,"88 Hai Bà Trưng, Quận 7, TP Hồ Chí Minh",88,Hai Bà Trưng,,Quận 7,TP Hồ Chí Minh,10.733773,106.705788,"88 hai bà trưng, q 7, tp hồ chí minh | 88 hai bà trưng q 7 tp hồ chí minh | hai bà trưng quận 7","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR081,"69 Lê Duẩn, Quận 7, TP Hồ Chí Minh",69,Lê Duẩn,,Quận 7,TP Hồ Chí Minh,10.726166,106.701508,"69 lê duẩn, q 7, tp hồ chí minh | 69 lê duẩn q 7 tp hồ chí minh | lê duẩn quận 7","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR082,"180 Phạm Văn Đồng, Quận 3, TP Hồ Chí Minh",180,Phạm Văn Đồng,,Quận 3,TP Hồ Chí Minh,10.784053,106.670623,"180 phạm văn đồng, q 3, tp hồ chí minh | 180 phạm văn đồng q 3 tp hồ chí minh | phạm văn đồng quận 3","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR083,"128 Điện Biên Phủ, Hoàn Kiếm, Hà Nội",128,Điện Biên Phủ,,Hoàn Kiếm,Hà Nội,21.016296,105.873961,"128 điện biên phủ, hoàn kiếm, hà nội | 128 điện biên phủ hoàn kiếm hà nội | điện biên phủ hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR084,"198 Hai Bà Trưng, Ngũ Hành Sơn, Đà Nẵng",198,Hai Bà Trưng,,Ngũ Hành Sơn,Đà Nẵng,15.99054,108.258869,"198 hai bà trưng, ngũ hành sơn, đà nẵng | 198 hai bà trưng ngũ hành sơn đà nẵng | hai bà trưng ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR085,"192 Bạch Đằng, Ngũ Hành Sơn, Đà Nẵng",192,Bạch Đằng,,Ngũ Hành Sơn,Đà Nẵng,16.023115,108.264446,"192 bạch đằng, ngũ hành sơn, đà nẵng | 192 bạch đằng ngũ hành sơn đà nẵng | bạch đằng ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR086,"88 Hai Bà Trưng, Tân Bình, TP Hồ Chí Minh",88,Hai Bà Trưng,,Tân Bình,TP Hồ Chí Minh,10.820533,106.665542,"88 hai bà trưng, tân bình, tp hồ chí minh | 88 hai bà trưng tân bình tp hồ chí minh | hai bà trưng tân bình","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR087,"276 Cách Mạng Tháng Tám, Ngũ Hành Sơn, Đà Nẵng",276,Cách Mạng Tháng Tám,,Ngũ Hành Sơn,Đà Nẵng,16.014421,108.274129,"276 cách mạng tháng tám, ngũ hành sơn, đà nẵng | 276 cách mạng tháng tám ngũ hành sơn đà nẵng | cách mạng tháng tám ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR088,"2 Bạch Đằng, Quận 1, TP Hồ Chí Minh",2,Bạch Đằng,,Quận 1,TP Hồ Chí Minh,10.766105,106.690467,"2 bạch đằng, q 1, tp hồ chí minh | 2 bạch đằng q 1 tp hồ chí minh | bạch đằng quận 1","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR089,"220 Nguyễn Huệ, Ba Đình, Hà Nội",220,Nguyễn Huệ,,Ba Đình,Hà Nội,21.043085,105.828565,"220 nguyễn huệ, ba đình, hà nội | 220 nguyễn huệ ba đình hà nội | nguyễn huệ ba đình","Có thể nhập HN, Ha Noi"
ADDR090,"103 Kim Mã, Bình Thạnh, TP Hồ Chí Minh",103,Kim Mã,,Bình Thạnh,TP Hồ Chí Minh,10.820183,106.723626,"103 kim mã, bình thạnh, tp hồ chí minh | 103 kim mã bình thạnh tp hồ chí minh | kim mã bình thạnh","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR091,"24 Phạm Văn Đồng, Hải Châu, Đà Nẵng",24,Phạm Văn Đồng,,Hải Châu,Đà Nẵng,16.070587,108.237434,"24 phạm văn đồng, hải châu, đà nẵng | 24 phạm văn đồng hải châu đà nẵng | phạm văn đồng hải châu","Có thể nhập ĐN, Da Nang"
ADDR092,"175 Võ Nguyên Giáp, Hoàn Kiếm, Hà Nội",175,Võ Nguyên Giáp,,Hoàn Kiếm,Hà Nội,21.035966,105.841554,"175 võ nguyên giáp, hoàn kiếm, hà nội | 175 võ nguyên giáp hoàn kiếm hà nội | võ nguyên giáp hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR093,"263 Bạch Đằng, Sơn Trà, Đà Nẵng",263,Bạch Đằng,,Sơn Trà,Đà Nẵng,16.114716,108.238047,"263 bạch đằng, sơn trà, đà nẵng | 263 bạch đằng sơn trà đà nẵng | bạch đằng sơn trà","Có thể nhập ĐN, Da Nang"
ADDR094,"128 Hùng Vương, Cầu Giấy, Hà Nội",128,Hùng Vương,,Cầu Giấy,Hà Nội,21.038773,105.801327,"128 hùng vương, cầu giấy, hà nội | 128 hùng vương cầu giấy hà nội | hùng vương cầu giấy","Có thể nhập HN, Ha Noi"
ADDR095,"147 Nguyễn Chí Thanh, Tân Bình, TP Hồ Chí Minh",147,Nguyễn Chí Thanh,,Tân Bình,TP Hồ Chí Minh,10.820366,106.640799,"147 nguyễn chí thanh, tân bình, tp hồ chí minh | 147 nguyễn chí thanh tân bình tp hồ chí minh | nguyễn chí thanh tân bình","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR096,"289 Điện Biên Phủ, Hải Châu, Đà Nẵng",289,Điện Biên Phủ,,Hải Châu,Đà Nẵng,16.081976,108.238225,"289 điện biên phủ, hải châu, đà nẵng | 289 điện biên phủ hải châu đà nẵng | điện biên phủ hải châu","Có thể nhập ĐN, Da Nang"
ADDR097,"191 Hai Bà Trưng, Quận 3, TP Hồ Chí Minh",191,Hai Bà Trưng,,Quận 3,TP Hồ Chí Minh,10.785723,106.689133,"191 hai bà trưng, q 3, tp hồ chí minh | 191 hai bà trưng q 3 tp hồ chí minh | hai bà trưng quận 3","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR098,"78 Cách Mạng Tháng Tám, Hải Châu, Đà Nẵng",78,Cách Mạng Tháng Tám,,Hải Châu,Đà Nẵng,16.051928,108.204275,"78 cách mạng tháng tám, hải châu, đà nẵng | 78 cách mạng tháng tám hải châu đà nẵng | cách mạng tháng tám hải châu","Có thể nhập ĐN, Da Nang"
ADDR099,"159 Lê Lợi, Sơn Trà, Đà Nẵng",159,Lê Lợi,,Sơn Trà,Đà Nẵng,16.125229,108.239023,"159 lê lợi, sơn trà, đà nẵng | 159 lê lợi sơn trà đà nẵng | lê lợi sơn trà","Có thể nhập ĐN, Da Nang"
ADDR100,"134 Nguyễn Chí Thanh, Hải Châu, Đà Nẵng",134,Nguyễn Chí Thanh,,Hải Châu,Đà Nẵng,16.050012,108.210973,"134 nguyễn chí thanh, hải châu, đà nẵng | 134 nguyễn chí thanh hải châu đà nẵng | nguyễn chí thanh hải châu","Có thể nhập ĐN, Da Nang"
ADDR101,"224 Hai Bà Trưng, Sơn Trà, Đà Nẵng",224,Hai Bà Trưng,,Sơn Trà,Đà Nẵng,16.094621,108.265011,"224 hai bà trưng, sơn trà, đà nẵng | 224 hai bà trưng sơn trà đà nẵng | hai bà trưng sơn trà","Có thể nhập ĐN, Da Nang"
ADDR102,"234 Láng Hạ, Ba Đình, Hà Nội",234,Láng Hạ,,Ba Đình,Hà Nội,21.02676,105.84274,"234 láng hạ, ba đình, hà nội | 234 láng hạ ba đình hà nội | láng hạ ba đình","Có thể nhập HN, Ha Noi"
ADDR103,"237 Hùng Vương, Bình Thạnh, TP Hồ Chí Minh",237,Hùng Vương,,Bình Thạnh,TP Hồ Chí Minh,10.791734,106.704015,"237 hùng vương, bình thạnh, tp hồ chí minh | 237 hùng vương bình thạnh tp hồ chí minh | hùng vương bình thạnh","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR104,"190 Điện Biên Phủ, Quận 1, TP Hồ Chí Minh",190,Điện Biên Phủ,,Quận 1,TP Hồ Chí Minh,10.790407,106.701953,"190 điện biên phủ, q 1, tp hồ chí minh | 190 điện biên phủ q 1 tp hồ chí minh | điện biên phủ quận 1","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR105,"72 Nguyễn Huệ, Ba Đình, Hà Nội",72,Nguyễn Huệ,,Ba Đình,Hà Nội,21.04279,105.842699,"72 nguyễn huệ, ba đình, hà nội | 72 nguyễn huệ ba đình hà nội | nguyễn huệ ba đình","Có thể nhập HN, Ha Noi"
ADDR106,"219 Xuân Thủy, Hoàn Kiếm, Hà Nội",219,Xuân Thủy,,Hoàn Kiếm,Hà Nội,21.042535,105.848448,"219 xuân thủy, hoàn kiếm, hà nội | 219 xuân thủy hoàn kiếm hà nội | xuân thủy hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR107,"68 Láng Hạ, Sơn Trà, Đà Nẵng",68,Láng Hạ,,Sơn Trà,Đà Nẵng,16.10588,108.234446,"68 láng hạ, sơn trà, đà nẵng | 68 láng hạ sơn trà đà nẵng | láng hạ sơn trà","Có thể nhập ĐN, Da Nang"
ADDR108,"274 Nguyễn Huệ, Quận 3, TP Hồ Chí Minh",274,Nguyễn Huệ,,Quận 3,TP Hồ Chí Minh,10.788029,106.682018,"274 nguyễn huệ, q 3, tp hồ chí minh | 274 nguyễn huệ q 3 tp hồ chí minh | nguyễn huệ quận 3","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR109,"168 Xuân Thủy, Cầu Giấy, Hà Nội",168,Xuân Thủy,,Cầu Giấy,Hà Nội,21.04185,105.771913,"168 xuân thủy, cầu giấy, hà nội | 168 xuân thủy cầu giấy hà nội | xuân thủy cầu giấy","Có thể nhập HN, Ha Noi"
ADDR110,"19 Điện Biên Phủ, Đống Đa, Hà Nội",19,Điện Biên Phủ,,Đống Đa,Hà Nội,21.019979,105.809996,"19 điện biên phủ, đống đa, hà nội | 19 điện biên phủ đống đa hà nội | điện biên phủ đống đa","Có thể nhập HN, Ha Noi"
ADDR111,"146 Bạch Đằng, Sơn Trà, Đà Nẵng",146,Bạch Đằng,,Sơn Trà,Đà Nẵng,16.115789,108.236875,"146 bạch đằng, sơn trà, đà nẵng | 146 bạch đằng sơn trà đà nẵng | bạch đằng sơn trà","Có thể nhập ĐN, Da Nang"
ADDR112,"65 Lê Duẩn, Cầu Giấy, Hà Nội",65,Lê Duẩn,,Cầu Giấy,Hà Nội,21.040497,105.803335,"65 lê duẩn, cầu giấy, hà nội | 65 lê duẩn cầu giấy hà nội | lê duẩn cầu giấy","Có thể nhập HN, Ha Noi"
ADDR113,"240 Hùng Vương, Ba Đình, Hà Nội",240,Hùng Vương,,Ba Đình,Hà Nội,21.016979,105.840395,"240 hùng vương, ba đình, hà nội | 240 hùng vương ba đình hà nội | hùng vương ba đình","Có thể nhập HN, Ha Noi"
ADDR114,"283 Pasteur, Cầu Giấy, Hà Nội",283,Pasteur,,Cầu Giấy,Hà Nội,21.017478,105.781706,"283 pasteur, cầu giấy, hà nội | 283 pasteur cầu giấy hà nội | pasteur cầu giấy","Có thể nhập HN, Ha Noi"
ADDR115,"55 Pasteur, Hoàn Kiếm, Hà Nội",55,Pasteur,,Hoàn Kiếm,Hà Nội,21.027215,105.86489,"55 pasteur, hoàn kiếm, hà nội | 55 pasteur hoàn kiếm hà nội | pasteur hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR116,"210 Cách Mạng Tháng Tám, Hải Châu, Đà Nẵng",210,Cách Mạng Tháng Tám,,Hải Châu,Đà Nẵng,16.049512,108.216335,"210 cách mạng tháng tám, hải châu, đà nẵng | 210 cách mạng tháng tám hải châu đà nẵng | cách mạng tháng tám hải châu","Có thể nhập ĐN, Da Nang"
ADDR117,"274 Nam Kỳ Khởi Nghĩa, Ngũ Hành Sơn, Đà Nẵng",274,Nam Kỳ Khởi Nghĩa,,Ngũ Hành Sơn,Đà Nẵng,15.988778,108.278468,"274 nam kỳ khởi nghĩa, ngũ hành sơn, đà nẵng | 274 nam kỳ khởi nghĩa ngũ hành sơn đà nẵng | nam kỳ khởi nghĩa ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR118,"102 Kim Mã, Cầu Giấy, Hà Nội",102,Kim Mã,,Cầu Giấy,Hà Nội,21.0187,105.778398,"102 kim mã, cầu giấy, hà nội | 102 kim mã cầu giấy hà nội | kim mã cầu giấy","Có thể nhập HN, Ha Noi"
ADDR119,"134 Lê Lợi, Ba Đình, Hà Nội",134,Lê Lợi,,Ba Đình,Hà Nội,21.040481,105.817447,"134 lê lợi, ba đình, hà nội | 134 lê lợi ba đình hà nội | lê lợi ba đình","Có thể nhập HN, Ha Noi"
ADDR120,"162 Trần Hưng Đạo, Cầu Giấy, Hà Nội",162,Trần Hưng Đạo,,Cầu Giấy,Hà Nội,21.041695,105.770879,"162 trần hưng đạo, cầu giấy, hà nội | 162 trần hưng đạo cầu giấy hà nội | trần hưng đạo cầu giấy","Có thể nhập HN, Ha Noi"
ADDR121,"239 Lý Thường Kiệt, Đống Đa, Hà Nội",239,Lý Thường Kiệt,,Đống Đa,Hà Nội,21.02653,105.822492,"239 lý thường kiệt, đống đa, hà nội | 239 lý thường kiệt đống đa hà nội | lý thường kiệt đống đa","Có thể nhập HN, Ha Noi"
ADDR122,"54 Điện Biên Phủ, Quận 1, TP Hồ Chí Minh",54,Điện Biên Phủ,,Quận 1,TP Hồ Chí Minh,10.765052,106.685442,"54 điện biên phủ, q 1, tp hồ chí minh | 54 điện biên phủ q 1 tp hồ chí minh | điện biên phủ quận 1","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR123,"34 Lê Lợi, Hải Châu, Đà Nẵng",34,Lê Lợi,,Hải Châu,Đà Nẵng,16.080465,108.207692,"34 lê lợi, hải châu, đà nẵng | 34 lê lợi hải châu đà nẵng | lê lợi hải châu","Có thể nhập ĐN, Da Nang"
ADDR124,"258 Nguyễn Chí Thanh, Hoàn Kiếm, Hà Nội",258,Nguyễn Chí Thanh,,Hoàn Kiếm,Hà Nội,21.045847,105.871656,"258 nguyễn chí thanh, hoàn kiếm, hà nội | 258 nguyễn chí thanh hoàn kiếm hà nội | nguyễn chí thanh hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR125,"187 Bạch Đằng, Hải Châu, Đà Nẵng",187,Bạch Đằng,,Hải Châu,Đà Nẵng,16.084703,108.207776,"187 bạch đằng, hải châu, đà nẵng | 187 bạch đằng hải châu đà nẵng | bạch đằng hải châu","Có thể nhập ĐN, Da Nang"
ADDR126,"63 Võ Nguyên Giáp, Cầu Giấy, Hà Nội",63,Võ Nguyên Giáp,,Cầu Giấy,Hà Nội,21.024065,105.771528,"63 võ nguyên giáp, cầu giấy, hà nội | 63 võ nguyên giáp cầu giấy hà nội | võ nguyên giáp cầu giấy","Có thể nhập HN, Ha Noi"
ADDR127,"197 Xuân Thủy, Quận 1, TP Hồ Chí Minh",197,Xuân Thủy,,Quận 1,TP Hồ Chí Minh,10.793971,106.689351,"197 xuân thủy, q 1, tp hồ chí minh | 197 xuân thủy q 1 tp hồ chí minh | xuân thủy quận 1","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR128,"243 Kim Mã, Ngũ Hành Sơn, Đà Nẵng",243,Kim Mã,,Ngũ Hành Sơn,Đà Nẵng,16.01048,108.255053,"243 kim mã, ngũ hành sơn, đà nẵng | 243 kim mã ngũ hành sơn đà nẵng | kim mã ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR129,"34 Nguyễn Chí Thanh, Tân Bình, TP Hồ Chí Minh",34,Nguyễn Chí Thanh,,Tân Bình,TP Hồ Chí Minh,10.801869,106.669735,"34 nguyễn chí thanh, tân bình, tp hồ chí minh | 34 nguyễn chí thanh tân bình tp hồ chí minh | nguyễn chí thanh tân bình","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR130,"253 Xuân Thủy, Đống Đa, Hà Nội",253,Xuân Thủy,,Đống Đa,Hà Nội,21.032738,105.813838,"253 xuân thủy, đống đa, hà nội | 253 xuân thủy đống đa hà nội | xuân thủy đống đa","Có thể nhập HN, Ha Noi"
ADDR131,"39 Pasteur, Cầu Giấy, Hà Nội",39,Pasteur,,Cầu Giấy,Hà Nội,21.017463,105.80985,"39 pasteur, cầu giấy, hà nội | 39 pasteur cầu giấy hà nội | pasteur cầu giấy","Có thể nhập HN, Ha Noi"
ADDR132,"30 Điện Biên Phủ, Sơn Trà, Đà Nẵng",30,Điện Biên Phủ,,Sơn Trà,Đà Nẵng,16.09127,108.257479,"30 điện biên phủ, sơn trà, đà nẵng | 30 điện biên phủ sơn trà đà nẵng | điện biên phủ sơn trà","Có thể nhập ĐN, Da Nang"
ADDR133,"291 Trường Sơn, Quận 7, TP Hồ Chí Minh",291,Trường Sơn,,Quận 7,TP Hồ Chí Minh,10.735054,106.733438,"291 trường sơn, q 7, tp hồ chí minh | 291 trường sơn q 7 tp hồ chí minh | trường sơn quận 7","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR134,"72 Trần Hưng Đạo, Tân Bình, TP Hồ Chí Minh",72,Trần Hưng Đạo,,Tân Bình,TP Hồ Chí Minh,10.810178,106.671299,"72 trần hưng đạo, tân bình, tp hồ chí minh | 72 trần hưng đạo tân bình tp hồ chí minh | trần hưng đạo tân bình","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR135,"269 Trường Sơn, Ngũ Hành Sơn, Đà Nẵng",269,Trường Sơn,,Ngũ Hành Sơn,Đà Nẵng,15.99575,108.265045,"269 trường sơn, ngũ hành sơn, đà nẵng | 269 trường sơn ngũ hành sơn đà nẵng | trường sơn ngũ hành sơn","Có thể nhập ĐN, Da Nang"
ADDR136,"36 Nguyễn Chí Thanh, Quận 1, TP Hồ Chí Minh",36,Nguyễn Chí Thanh,,Quận 1,TP Hồ Chí Minh,10.766726,106.696965,"36 nguyễn chí thanh, q 1, tp hồ chí minh | 36 nguyễn chí thanh q 1 tp hồ chí minh | nguyễn chí thanh quận 1","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR137,"65 Láng Hạ, Bình Thạnh, TP Hồ Chí Minh",65,Láng Hạ,,Bình Thạnh,TP Hồ Chí Minh,10.798191,106.711428,"65 láng hạ, bình thạnh, tp hồ chí minh | 65 láng hạ bình thạnh tp hồ chí minh | láng hạ bình thạnh","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR138,"298 Điện Biên Phủ, Sơn Trà, Đà Nẵng",298,Điện Biên Phủ,,Sơn Trà,Đà Nẵng,16.103117,108.233247,"298 điện biên phủ, sơn trà, đà nẵng | 298 điện biên phủ sơn trà đà nẵng | điện biên phủ sơn trà","Có thể nhập ĐN, Da Nang"
ADDR139,"47 Lý Thường Kiệt, Cầu Giấy, Hà Nội",47,Lý Thường Kiệt,,Cầu Giấy,Hà Nội,21.034726,105.788046,"47 lý thường kiệt, cầu giấy, hà nội | 47 lý thường kiệt cầu giấy hà nội | lý thường kiệt cầu giấy","Có thể nhập HN, Ha Noi"
ADDR140,"195 Cách Mạng Tháng Tám, Quận 7, TP Hồ Chí Minh",195,Cách Mạng Tháng Tám,,Quận 7,TP Hồ Chí Minh,10.753744,106.716605,"195 cách mạng tháng tám, q 7, tp hồ chí minh | 195 cách mạng tháng tám q 7 tp hồ chí minh | cách mạng tháng tám quận 7","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR141,"300 Hùng Vương, Hải Châu, Đà Nẵng",300,Hùng Vương,,Hải Châu,Đà Nẵng,16.074927,108.211811,"300 hùng vương, hải châu, đà nẵng | 300 hùng vương hải châu đà nẵng | hùng vương hải châu","Có thể nhập ĐN, Da Nang"
ADDR142,"270 Hùng Vương, Quận 3, TP Hồ Chí Minh",270,Hùng Vương,,Quận 3,TP Hồ Chí Minh,10.775912,106.702564,"270 hùng vương, q 3, tp hồ chí minh | 270 hùng vương q 3 tp hồ chí minh | hùng vương quận 3","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR143,"31 Võ Nguyên Giáp, Sơn Trà, Đà Nẵng",31,Võ Nguyên Giáp,,Sơn Trà,Đà Nẵng,16.119281,108.271038,"31 võ nguyên giáp, sơn trà, đà nẵng | 31 võ nguyên giáp sơn trà đà nẵng | võ nguyên giáp sơn trà","Có thể nhập ĐN, Da Nang"
ADDR144,"273 Trường Sơn, Cầu Giấy, Hà Nội",273,Trường Sơn,,Cầu Giấy,Hà Nội,21.048869,105.777943,"273 trường sơn, cầu giấy, hà nội | 273 trường sơn cầu giấy hà nội | trường sơn cầu giấy","Có thể nhập HN, Ha Noi"
ADDR145,"223 Pasteur, Bình Thạnh, TP Hồ Chí Minh",223,Pasteur,,Bình Thạnh,TP Hồ Chí Minh,10.817963,106.694771,"223 pasteur, bình thạnh, tp hồ chí minh | 223 pasteur bình thạnh tp hồ chí minh | pasteur bình thạnh","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR146,"116 Kim Mã, Sơn Trà, Đà Nẵng",116,Kim Mã,,Sơn Trà,Đà Nẵng,16.117102,108.252911,"116 kim mã, sơn trà, đà nẵng | 116 kim mã sơn trà đà nẵng | kim mã sơn trà","Có thể nhập ĐN, Da Nang"
ADDR147,"145 Xuân Thủy, Quận 3, TP Hồ Chí Minh",145,Xuân Thủy,,Quận 3,TP Hồ Chí Minh,10.765913,106.687376,"145 xuân thủy, q 3, tp hồ chí minh | 145 xuân thủy q 3 tp hồ chí minh | xuân thủy quận 3","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR148,"283 Láng Hạ, Hoàn Kiếm, Hà Nội",283,Láng Hạ,,Hoàn Kiếm,Hà Nội,21.044001,105.847197,"283 láng hạ, hoàn kiếm, hà nội | 283 láng hạ hoàn kiếm hà nội | láng hạ hoàn kiếm","Có thể nhập HN, Ha Noi"
ADDR149,"95 Hai Bà Trưng, Bình Thạnh, TP Hồ Chí Minh",95,Hai Bà Trưng,,Bình Thạnh,TP Hồ Chí Minh,10.807092,106.708301,"95 hai bà trưng, bình thạnh, tp hồ chí minh | 95 hai bà trưng bình thạnh tp hồ chí minh | hai bà trưng bình thạnh","Tên hành chính hiện tại; có thể nhập TP HCM, HCM, Sài Gòn"
ADDR150,"286 Nam Kỳ Khởi Nghĩa, Cầu Giấy, Hà Nội",286,Nam Kỳ Khởi Nghĩa,,Cầu Giấy,Hà Nội,21.053873,105.79804,"286 nam kỳ khởi nghĩa, cầu giấy, hà nội | 286 nam kỳ khởi nghĩa cầu giấy hà nội | nam kỳ khởi nghĩa cầu giấy","Có thể nhập HN, Ha Noi"